2021-07-06 05:26:44 status unpacked libacl1:amd64 2.2.53-4
2021-07-06 05:26:44 install adduser:all <none> 3.118
2021-07-06 05:26:44 status half-installed adduser:all 3.118
2021-07-06 05:26:44 status unpacked adduser:all 3.118
2021-07-06 05:26:44 install apt:amd64 <none> 1.8.2.3
2021-07-06 05:26:44 status half-installed apt:amd64 1.8.2.3
2021-07-06 05:26:45 status unpacked apt:amd64 1.8.2.3
2021-07-06 05:26:45 install libapt-pkg5.0:amd64 <none> 1.8.2.3
2021-07-06 05:26:45 status half-installed libapt-pkg5.0:amd64 1.8.2.3
2021-07-06 05:26:45 status unpacked libapt-pkg5.0:amd64 1.8.2.3
2021-07-06 05:26:45 install libattr1:amd64 <none> 1:2.4.48-4
2021-07-06 05:26:45 status half-installed libattr1:amd64 1:2.4.48-4
2021-07-06 05:26:45 status unpacked libattr1:amd64 1:2.4.48-4
2021-07-06 05:26:45 install libaudit-common:all <none> 1:2.8.4-3
2021-07-06 05:26:45 status half-installed libaudit-common:all 1:2.8.4-3
2021-07-06 05:26:45 status unpacked libaudit-common:all 1:2.8.4-3
2021-07-06 05:26:45 install libaudit1:amd64 <none> 1:2.8.4-3
2021-07-06 05:26:45 status half-installed libaudit1:amd64 1:2.8.4-3
2021-07-06 05:26:45 status unpacked libaudit1:amd64 1:2.8.4-3
2021-07-06 05:26:45 upgrade base-files:amd64 10.3+deb10u10 10.3+deb10u10
2021-07-06 05:26:45 status half-configured base-files:amd64 10.3+deb10u10
2021-07-06 05:26:45 status unpacked base-files:amd64 10.3+deb10u10
2021-07-06 05:26:45 status half-installed base-files:amd64 10.3+deb10u10
2021-07-06 05:26:45 status unpacked base-files:amd64 10.3+deb10u10
2021-07-06 05:26:45 upgrade base-passwd:amd64 3.5.46 3.5.46
2021-07-06 05:26:45 status half-configured base-passwd:amd64 3.5.46
2021-07-06 05:26:45 status unpacked base-passwd:amd64 3.5.46
2021-07-06 05:26:45 status half-installed base-passwd:amd64 3.5.46
2021-07-06 05:26:45 status unpacked base-passwd:amd64 3.5.46
2021-07-06 05:26:45 install bash:amd64 <none> 5.0-4
2021-07-06 05:26:45 status half-installed bash:amd64 5.0-4
2021-07-06 05:26:45 status unpacked bash:amd64 5.0-4
2021-07-06 05:26:45 install libbz2-1.0:amd64 <none> 1.0.6-9.2~deb10u1
2021-07-06 05:26:45 status half-installed libbz2-1.0:amd64 1.0.6-9.2~deb10u1
2021-07-06 05:26:45 status unpacked libbz2-1.0:amd64 1.0.6-9.2~deb10u1
2021-07-06 05:26:45 install libdebconfclient0:amd64 <none> 0.249
2021-07-06 05:26:45 status half-installed libdebconfclient0:amd64 0.249
2021-07-06 05:26:45 status unpacked libdebconfclient0:amd64 0.249
2021-07-06 05:26:45 install coreutils:amd64 <none> 8.30-3
2021-07-06 05:26:45 status half-installed coreutils:amd64 8.30-3
2021-07-06 05:26:46 status unpacked coreutils:amd64 8.30-3
2021-07-06 05:26:46 install dash:amd64 <none> 0.5.10.2-5
2021-07-06 05:26:46 status half-installed dash:amd64 0.5.10.2-5
2021-07-06 05:26:46 status unpacked dash:amd64 0.5.10.2-5
2021-07-06 05:26:46 install libdb5.3:amd64 <none> 5.3.28+dfsg1-0.5
2021-07-06 05:26:46 status half-installed libdb5.3:amd64 5.3.28+dfsg1-0.5
2021-07-06 05:26:46 status unpacked libdb5.3:amd64 5.3.28+dfsg1-0.5
2021-07-06 05:26:46 install debconf:all <none> 1.5.71
2021-07-06 05:26:46 status half-installed debconf:all 1.5.71
2021-07-06 05:26:46 status unpacked debconf:all 1.5.71
2021-07-06 05:26:46 install debian-archive-keyring:all <none> 2019.1+deb10u1
2021-07-06 05:26:46 status half-installed debian-archive-keyring:all 2019.1+deb10u1
2021-07-06 05:26:46 status unpacked debian-archive-keyring:all 2019.1+deb10u1
2021-07-06 05:26:46 install debianutils:amd64 <none> 4.8.6.1
2021-07-06 05:26:46 status half-installed debianutils:amd64 4.8.6.1
2021-07-06 05:26:46 status unpacked debianutils:amd64 4.8.6.1
2021-07-06 05:26:46 install diffutils:amd64 <none> 1:3.7-3
2021-07-06 05:26:46 status half-installed diffutils:amd64 1:3.7-3
2021-07-06 05:26:46 status unpacked diffutils:amd64 1:3.7-3
2021-07-06 05:26:46 upgrade dpkg:amd64 1.19.7 1.19.7
2021-07-06 05:26:46 status half-configured dpkg:amd64 1.19.7
2021-07-06 05:26:46 status unpacked dpkg:amd64 1.19.7
2021-07-06 05:26:46 status half-installed dpkg:amd64 1.19.7
2021-07-06 05:26:47 status unpacked dpkg:amd64 1.19.7
2021-07-06 05:26:47 install e2fsprogs:amd64 <none> 1.44.5-1+deb10u3
2021-07-06 05:26:47 status half-installed e2fsprogs:amd64 1.44.5-1+deb10u3
2021-07-06 05:26:47 status unpacked e2fsprogs:amd64 1.44.5-1+deb10u3
2021-07-06 05:26:47 install libcom-err2:amd64 <none> 1.44.5-1+deb10u3
2021-07-06 05:26:47 status half-installed libcom-err2:amd64 1.44.5-1+deb10u3
2021-07-06 05:26:47 status unpacked libcom-err2:amd64 1.44.5-1+deb10u3
2021-07-06 05:26:47 install libext2fs2:amd64 <none> 1.44.5-1+deb10u3
2021-07-06 05:26:47 status half-installed libext2fs2:amd64 1.44.5-1+deb10u3
2021-07-06 05:26:47 status unpacked libext2fs2:amd64 1.44.5-1+deb10u3
2021-07-06 05:26:47 install libss2:amd64 <none> 1.44.5-1+deb10u3
2021-07-06 05:26:47 status half-installed libss2:amd64 1.44.5-1+deb10u3
2021-07-06 05:26:47 status unpacked libss2:amd64 1.44.5-1+deb10u3
2021-07-06 05:26:47 install findutils:amd64 <none> 4.6.0+git+20190209-2
2021-07-06 05:26:47 status half-installed findutils:amd64 4.6.0+git+20190209-2
2021-07-06 05:26:47 status unpacked findutils:amd64 4.6.0+git+20190209-2
2021-07-06 05:26:47 install gcc-8-base:amd64 <none> 8.3.0-6
2021-07-06 05:26:47 status half-installed gcc-8-base:amd64 8.3.0-6
2021-07-06 05:26:47 status unpacked gcc-8-base:amd64 8.3.0-6
2021-07-06 05:26:47 install libgcc1:amd64 <none> 1:8.3.0-6
2021-07-06 05:26:47 status half-installed libgcc1:amd64 1:8.3.0-6
2021-07-06 05:26:47 status unpacked libgcc1:amd64 1:8.3.0-6
2021-07-06 05:26:47 install libstdc++6:amd64 <none> 8.3.0-6
2021-07-06 05:26:47 status half-installed libstdc++6:amd64 8.3.0-6
2021-07-06 05:26:47 status unpacked libstdc++6:amd64 8.3.0-6
2021-07-06 05:26:47 install libc-bin:amd64 <none> 2.28-10
2021-07-06 05:26:47 status half-installed libc-bin:amd64 2.28-10
2021-07-06 05:26:47 status unpacked libc-bin:amd64 2.28-10
2021-07-06 05:26:47 upgrade libc6:amd64 2.28-10 2.28-10
2021-07-06 05:26:47 status half-configured libc6:amd64 2.28-10
2021-07-06 05:26:47 status unpacked libc6:amd64 2.28-10
2021-07-06 05:26:47 status half-installed libc6:amd64 2.28-10
2021-07-06 05:26:48 status unpacked libc6:amd64 2.28-10
2021-07-06 05:26:48 install libgmp10:amd64 <none> 2:6.1.2+dfsg-4
2021-07-06 05:26:48 status half-installed libgmp10:amd64 2:6.1.2+dfsg-4
2021-07-06 05:26:48 status unpacked libgmp10:amd64 2:6.1.2+dfsg-4
2021-07-06 05:26:48 install gpgv:amd64 <none> 2.2.12-1+deb10u1
2021-07-06 05:26:48 status half-installed gpgv:amd64 2.2.12-1+deb10u1
2021-07-06 05:26:48 status unpacked gpgv:amd64 2.2.12-1+deb10u1
2021-07-06 05:26:48 install libgnutls30:amd64 <none> 3.6.7-4+deb10u7
2021-07-06 05:26:48 status half-installed libgnutls30:amd64 3.6.7-4+deb10u7
2021-07-06 05:26:48 status unpacked libgnutls30:amd64 3.6.7-4+deb10u7
2021-07-06 05:26:48 install grep:amd64 <none> 3.3-1
2021-07-06 05:26:48 status half-installed grep:amd64 3.3-1
2021-07-06 05:26:49 status unpacked grep:amd64 3.3-1
2021-07-06 05:26:49 install gzip:amd64 <none> 1.9-3
2021-07-06 05:26:49 status half-installed gzip:amd64 1.9-3
2021-07-06 05:26:49 status unpacked gzip:amd64 1.9-3
2021-07-06 05:26:49 install hostname:amd64 <none> 3.21
2021-07-06 05:26:49 status half-installed hostname:amd64 3.21
2021-07-06 05:26:49 status unpacked hostname:amd64 3.21
2021-07-06 05:26:49 install init-system-helpers:all <none> 1.56+nmu1
2021-07-06 05:26:49 status half-installed init-system-helpers:all 1.56+nmu1
2021-07-06 05:26:49 status unpacked init-system-helpers:all 1.56+nmu1
2021-07-06 05:26:49 install libcap-ng0:amd64 <none> 0.7.9-2
2021-07-06 05:26:49 status half-installed libcap-ng0:amd64 0.7.9-2
2021-07-06 05:26:49 status unpacked libcap-ng0:amd64 0.7.9-2
2021-07-06 05:26:49 install libffi6:amd64 <none> 3.2.1-9
2021-07-06 05:26:49 status half-installed libffi6:amd64 3.2.1-9
2021-07-06 05:26:49 status unpacked libffi6:amd64 3.2.1-9
2021-07-06 05:26:49 install libgcrypt20:amd64 <none> 1.8.4-5+deb10u1
2021-07-06 05:26:49 status half-installed libgcrypt20:amd64 1.8.4-5+deb10u1
2021-07-06 05:26:49 status unpacked libgcrypt20:amd64 1.8.4-5+deb10u1
2021-07-06 05:26:49 install libgpg-error0:amd64 <none> 1.35-1
2021-07-06 05:26:49 status half-installed libgpg-error0:amd64 1.35-1
2021-07-06 05:26:49 status unpacked libgpg-error0:amd64 1.35-1
2021-07-06 05:26:49 install libidn2-0:amd64 <none> 2.0.5-1+deb10u1
2021-07-06 05:26:49 status half-installed libidn2-0:amd64 2.0.5-1+deb10u1
2021-07-06 05:26:49 status unpacked libidn2-0:amd64 2.0.5-1+deb10u1
2021-07-06 05:26:49 install libseccomp2:amd64 <none> 2.3.3-4
2021-07-06 05:26:49 status half-installed libseccomp2:amd64 2.3.3-4
2021-07-06 05:26:49 status unpacked libseccomp2:amd64 2.3.3-4
2021-07-06 05:26:49 install libselinux1:amd64 <none> 2.8-1+b1
2021-07-06 05:26:49 status half-installed libselinux1:amd64 2.8-1+b1
2021-07-06 05:26:49 status unpacked libselinux1:amd64 2.8-1+b1
2021-07-06 05:26:49 install libsemanage-common:all <none> 2.8-2
2021-07-06 05:26:49 status half-installed libsemanage-common:all 2.8-2
2021-07-06 05:26:49 status unpacked libsemanage-common:all 2.8-2
2021-07-06 05:26:49 install libsemanage1:amd64 <none> 2.8-2
2021-07-06 05:26:49 status half-installed libsemanage1:amd64 2.8-2
2021-07-06 05:26:49 status unpacked libsemanage1:amd64 2.8-2
2021-07-06 05:26:49 install libsepol1:amd64 <none> 2.8-1
2021-07-06 05:26:49 status half-installed libsepol1:amd64 2.8-1
2021-07-06 05:26:49 status unpacked libsepol1:amd64 2.8-1
2021-07-06 05:26:49 install libtasn1-6:amd64 <none> 4.13-3
2021-07-06 05:26:49 status half-installed libtasn1-6:amd64 4.13-3
2021-07-06 05:26:49 status unpacked libtasn1-6:amd64 4.13-3
2021-07-06 05:26:49 install libunistring2:amd64 <none> 0.9.10-1
2021-07-06 05:26:49 status half-installed libunistring2:amd64 0.9.10-1
2021-07-06 05:26:49 status unpacked libunistring2:amd64 0.9.10-1
2021-07-06 05:26:49 install libzstd1:amd64 <none> 1.3.8+dfsg-3+deb10u2
2021-07-06 05:26:49 status half-installed libzstd1:amd64 1.3.8+dfsg-3+deb10u2
2021-07-06 05:26:49 status unpacked libzstd1:amd64 1.3.8+dfsg-3+deb10u2
2021-07-06 05:26:49 install liblz4-1:amd64 <none> 1.8.3-1+deb10u1
2021-07-06 05:26:49 status half-installed liblz4-1:amd64 1.8.3-1+deb10u1
2021-07-06 05:26:49 status unpacked liblz4-1:amd64 1.8.3-1+deb10u1
2021-07-06 05:26:49 upgrade mawk:amd64 1.3.3-17+b3 1.3.3-17+b3
2021-07-06 05:26:49 status half-configured mawk:amd64 1.3.3-17+b3
2021-07-06 05:26:49 status unpacked mawk:amd64 1.3.3-17+b3
2021-07-06 05:26:49 status half-installed mawk:amd64 1.3.3-17+b3
2021-07-06 05:26:49 status unpacked mawk:amd64 1.3.3-17+b3
2021-07-06 05:26:49 install libncursesw6:amd64 <none> 6.1+20181013-2+deb10u2
2021-07-06 05:26:49 status half-installed libncursesw6:amd64 6.1+20181013-2+deb10u2
2021-07-06 05:26:49 status unpacked libncursesw6:amd64 6.1+20181013-2+deb10u2
2021-07-06 05:26:49 install libtinfo6:amd64 <none> 6.1+20181013-2+deb10u2
2021-07-06 05:26:49 status half-installed libtinfo6:amd64 6.1+20181013-2+deb10u2
2021-07-06 05:26:49 status unpacked libtinfo6:amd64 6.1+20181013-2+deb10u2
2021-07-06 05:26:49 install ncurses-base:all <none> 6.1+20181013-2+deb10u2
2021-07-06 05:26:49 status half-installed ncurses-base:all 6.1+20181013-2+deb10u2
2021-07-06 05:26:49 status unpacked ncurses-base:all 6.1+20181013-2+deb10u2
2021-07-06 05:26:49 install ncurses-bin:amd64 <none> 6.1+20181013-2+deb10u2
2021-07-06 05:26:49 status half-installed ncurses-bin:amd64 6.1+20181013-2+deb10u2
2021-07-06 05:26:49 status unpacked ncurses-bin:amd64 6.1+20181013-2+deb10u2
2021-07-06 05:26:49 install libhogweed4:amd64 <none> 3.4.1-1
2021-07-06 05:26:49 status half-installed libhogweed4:amd64 3.4.1-1
2021-07-06 05:26:49 status unpacked libhogweed4:amd64 3.4.1-1
2021-07-06 05:26:49 install libnettle6:amd64 <none> 3.4.1-1
2021-07-06 05:26:49 status half-installed libnettle6:amd64 3.4.1-1
2021-07-06 05:26:49 status unpacked libnettle6:amd64 3.4.1-1
2021-07-06 05:26:49 install libp11-kit0:amd64 <none> 0.23.15-2+deb10u1
2021-07-06 05:26:49 status half-installed libp11-kit0:amd64 0.23.15-2+deb10u1
2021-07-06 05:26:49 status unpacked libp11-kit0:amd64 0.23.15-2+deb10u1
2021-07-06 05:26:49 install libpam-modules:amd64 <none> 1.3.1-5
2021-07-06 05:26:49 status half-installed libpam-modules:amd64 1.3.1-5
2021-07-06 05:26:50 status unpacked libpam-modules:amd64 1.3.1-5
2021-07-06 05:26:50 install libpam-modules-bin:amd64 <none> 1.3.1-5
2021-07-06 05:26:50 status half-installed libpam-modules-bin:amd64 1.3.1-5
2021-07-06 05:26:50 status unpacked libpam-modules-bin:amd64 1.3.1-5
2021-07-06 05:26:50 install libpam-runtime:all <none> 1.3.1-5
2021-07-06 05:26:50 status half-installed libpam-runtime:all 1.3.1-5
2021-07-06 05:26:50 status unpacked libpam-runtime:all 1.3.1-5
2021-07-06 05:26:50 install libpam0g:amd64 <none> 1.3.1-5
2021-07-06 05:26:50 status half-installed libpam0g:amd64 1.3.1-5
2021-07-06 05:26:50 status unpacked libpam0g:amd64 1.3.1-5
2021-07-06 05:26:50 install libpcre3:amd64 <none> 2:8.39-12
2021-07-06 05:26:50 status half-installed libpcre3:amd64 2:8.39-12
2021-07-06 05:26:50 status unpacked libpcre3:amd64 2:8.39-12
2021-07-06 05:26:50 upgrade perl-base:amd64 5.28.1-6+deb10u1 5.28.1-6+deb10u1
2021-07-06 05:26:50 status half-configured perl-base:amd64 5.28.1-6+deb10u1
2021-07-06 05:26:50 status unpacked perl-base:amd64 5.28.1-6+deb10u1
2021-07-06 05:26:50 status half-installed perl-base:amd64 5.28.1-6+deb10u1
2021-07-06 05:26:50 status unpacked perl-base:amd64 5.28.1-6+deb10u1
2021-07-06 05:26:50 install sed:amd64 <none> 4.7-1
2021-07-06 05:26:50 status half-installed sed:amd64 4.7-1
2021-07-06 05:26:50 status unpacked sed:amd64 4.7-1
2021-07-06 05:26:50 install login:amd64 <none> 1:4.5-1.1
2021-07-06 05:26:50 status half-installed login:amd64 1:4.5-1.1
2021-07-06 05:26:50 status unpacked login:amd64 1:4.5-1.1
2021-07-06 05:26:50 install passwd:amd64 <none> 1:4.5-1.1
2021-07-06 05:26:50 status half-installed passwd:amd64 1:4.5-1.1
2021-07-06 05:26:51 status unpacked passwd:amd64 1:4.5-1.1
2021-07-06 05:26:51 install libsystemd0:amd64 <none> 241-7~deb10u7
2021-07-06 05:26:51 status half-installed libsystemd0:amd64 241-7~deb10u7
2021-07-06 05:26:51 status unpacked libsystemd0:amd64 241-7~deb10u7
2021-07-06 05:26:51 install libudev1:amd64 <none> 241-7~deb10u7
2021-07-06 05:26:51 status half-installed libudev1:amd64 241-7~deb10u7
2021-07-06 05:26:51 status unpacked libudev1:amd64 241-7~deb10u7
2021-07-06 05:26:51 install sysvinit-utils:amd64 <none> 2.93-8
2021-07-06 05:26:51 status half-installed sysvinit-utils:amd64 2.93-8
2021-07-06 05:26:51 status unpacked sysvinit-utils:amd64 2.93-8
2021-07-06 05:26:51 install tar:amd64 <none> 1.30+dfsg-6
2021-07-06 05:26:51 status half-installed tar:amd64 1.30+dfsg-6
2021-07-06 05:26:51 status unpacked tar:amd64 1.30+dfsg-6
2021-07-06 05:26:51 install tzdata:all <none> 2021a-0+deb10u1
2021-07-06 05:26:51 status half-installed tzdata:all 2021a-0+deb10u1
2021-07-06 05:26:51 status unpacked tzdata:all 2021a-0+deb10u1
2021-07-06 05:26:51 install bsdutils:amd64 <none> 1:2.33.1-0.1
2021-07-06 05:26:51 status half-installed bsdutils:amd64 1:2.33.1-0.1
2021-07-06 05:26:51 status unpacked bsdutils:amd64 1:2.33.1-0.1
2021-07-06 05:26:51 install fdisk:amd64 <none> 2.33.1-0.1
2021-07-06 05:26:51 status half-installed fdisk:amd64 2.33.1-0.1
2021-07-06 05:26:51 status unpacked fdisk:amd64 2.33.1-0.1
2021-07-06 05:26:51 install libblkid1:amd64 <none> 2.33.1-0.1
2021-07-06 05:26:51 status half-installed libblkid1:amd64 2.33.1-0.1
2021-07-06 05:26:51 status unpacked libblkid1:amd64 2.33.1-0.1
2021-07-06 05:26:51 install libfdisk1:amd64 <none> 2.33.1-0.1
2021-07-06 05:26:51 status half-installed libfdisk1:amd64 2.33.1-0.1
2021-07-06 05:26:51 status unpacked libfdisk1:amd64 2.33.1-0.1
2021-07-06 05:26:51 install libmount1:amd64 <none> 2.33.1-0.1
2021-07-06 05:26:51 status half-installed libmount1:amd64 2.33.1-0.1
2021-07-06 05:26:51 status unpacked libmount1:amd64 2.33.1-0.1
2021-07-06 05:26:51 install libsmartcols1:amd64 <none> 2.33.1-0.1
2021-07-06 05:26:51 status half-installed libsmartcols1:amd64 2.33.1-0.1
2021-07-06 05:26:51 status unpacked libsmartcols1:amd64 2.33.1-0.1
2021-07-06 05:26:51 install libuuid1:amd64 <none> 2.33.1-0.1
2021-07-06 05:26:51 status half-installed libuuid1:amd64 2.33.1-0.1
2021-07-06 05:26:51 status unpacked libuuid1:amd64 2.33.1-0.1
2021-07-06 05:26:51 install mount:amd64 <none> 2.33.1-0.1
2021-07-06 05:26:51 status half-installed mount:amd64 2.33.1-0.1
2021-07-06 05:26:51 status unpacked mount:amd64 2.33.1-0.1
2021-07-06 05:26:51 install util-linux:amd64 <none> 2.33.1-0.1
2021-07-06 05:26:51 status half-installed util-linux:amd64 2.33.1-0.1
2021-07-06 05:26:52 status unpacked util-linux:amd64 2.33.1-0.1
2021-07-06 05:26:52 install liblzma5:amd64 <none> 5.2.4-1
2021-07-06 05:26:52 status half-installed liblzma5:amd64 5.2.4-1
2021-07-06 05:26:52 status unpacked liblzma5:amd64 5.2.4-1
2021-07-06 05:26:52 install zlib1g:amd64 <none> 1:1.2.11.dfsg-1
2021-07-06 05:26:52 status half-installed zlib1g:amd64 1:1.2.11.dfsg-1
2021-07-06 05:26:52 status unpacked zlib1g:amd64 1:1.2.11.dfsg-1
2021-07-06 05:26:52 startup packages configure
2021-07-06 05:26:52 configure debian-archive-keyring:all 2019.1+deb10u1 <none>
2021-07-06 05:26:52 status unpacked debian-archive-keyring:all 2019.1+deb10u1
2021-07-06 05:26:52 status half-configured debian-archive-keyring:all 2019.1+deb10u1
2021-07-06 05:26:52 status installed debian-archive-keyring:all 2019.1+deb10u1
2021-07-06 05:26:52 configure libaudit-common:all 1:2.8.4-3 <none>
2021-07-06 05:26:52 status unpacked libaudit-common:all 1:2.8.4-3
2021-07-06 05:26:52 status half-configured libaudit-common:all 1:2.8.4-3
2021-07-06 05:26:52 status installed libaudit-common:all 1:2.8.4-3
2021-07-06 05:26:52 configure libsemanage-common:all 2.8-2 <none>
2021-07-06 05:26:52 status unpacked libsemanage-common:all 2.8-2
2021-07-06 05:26:52 status half-configured libsemanage-common:all 2.8-2
2021-07-06 05:26:52 status installed libsemanage-common:all 2.8-2
2021-07-06 05:26:52 configure ncurses-base:all 6.1+20181013-2+deb10u2 <none>
2021-07-06 05:26:52 status unpacked ncurses-base:all 6.1+20181013-2+deb10u2
2021-07-06 05:26:52 status half-configured ncurses-base:all 6.1+20181013-2+deb10u2
2021-07-06 05:26:52 status installed ncurses-base:all 6.1+20181013-2+deb10u2
2021-07-06 05:26:52 configure gcc-8-base:amd64 8.3.0-6 <none>
2021-07-06 05:26:52 status unpacked gcc-8-base:amd64 8.3.0-6
2021-07-06 05:26:52 status half-configured gcc-8-base:amd64 8.3.0-6
2021-07-06 05:26:52 status installed gcc-8-base:amd64 8.3.0-6
2021-07-06 05:26:52 configure libc6:amd64 2.28-10 <none>
2021-07-06 05:26:52 status unpacked libc6:amd64 2.28-10
2021-07-06 05:26:52 status half-configured libc6:amd64 2.28-10
2021-07-06 05:26:52 status installed libc6:amd64 2.28-10
2021-07-06 05:26:52 configure libudev1:amd64 241-7~deb10u7 <none>
2021-07-06 05:26:52 status unpacked libudev1:amd64 241-7~deb10u7
2021-07-06 05:26:52 status half-configured libudev1:amd64 241-7~deb10u7
2021-07-06 05:26:52 status installed libudev1:amd64 241-7~deb10u7
2021-07-06 05:26:52 configure libsepol1:amd64 2.8-1 <none>
2021-07-06 05:26:52 status unpacked libsepol1:amd64 2.8-1
2021-07-06 05:26:52 status half-configured libsepol1:amd64 2.8-1
2021-07-06 05:26:52 status installed libsepol1:amd64 2.8-1
2021-07-06 05:26:52 configure libattr1:amd64 1:2.4.48-4 <none>
2021-07-06 05:26:52 status unpacked libattr1:amd64 1:2.4.48-4
2021-07-06 05:26:52 status half-configured libattr1:amd64 1:2.4.48-4
2021-07-06 05:26:52 status installed libattr1:amd64 1:2.4.48-4
2021-07-06 05:26:52 configure libtasn1-6:amd64 4.13-3 <none>
2021-07-06 05:26:52 status unpacked libtasn1-6:amd64 4.13-3
2021-07-06 05:26:52 status half-configured libtasn1-6:amd64 4.13-3
2021-07-06 05:26:52 status installed libtasn1-6:amd64 4.13-3
2021-07-06 05:26:52 configure debianutils:amd64 4.8.6.1 <none>
2021-07-06 05:26:52 status unpacked debianutils:amd64 4.8.6.1
2021-07-06 05:26:52 status half-configured debianutils:amd64 4.8.6.1
2021-07-06 05:26:52 status installed debianutils:amd64 4.8.6.1
2021-07-06 05:26:52 configure mawk:amd64 1.3.3-17+b3 <none>
2021-07-06 05:26:52 status unpacked mawk:amd64 1.3.3-17+b3
2021-07-06 05:26:52 status half-configured mawk:amd64 1.3.3-17+b3
2021-07-06 05:26:52 status installed mawk:amd64 1.3.3-17+b3
2021-07-06 05:26:52 configure libdebconfclient0:amd64 0.249 <none>
2021-07-06 05:26:52 status unpacked libdebconfclient0:amd64 0.249
2021-07-06 05:26:52 status half-configured libdebconfclient0:amd64 0.249
2021-07-06 05:26:52 status installed libdebconfclient0:amd64 0.249
2021-07-06 05:26:52 configure base-files:amd64 10.3+deb10u10 <none>
2021-07-06 05:26:52 status unpacked base-files:amd64 10.3+deb10u10
2021-07-06 05:26:52 status half-configured base-files:amd64 10.3+deb10u10
2021-07-06 05:26:52 status installed base-files:amd64 10.3+deb10u10
2021-07-06 05:26:52 configure libbz2-1.0:amd64 1.0.6-9.2~deb10u1 <none>
2021-07-06 05:26:52 status unpacked libbz2-1.0:amd64 1.0.6-9.2~deb10u1
2021-07-06 05:26:52 status half-configured libbz2-1.0:amd64 1.0.6-9.2~deb10u1
2021-07-06 05:26:52 status installed libbz2-1.0:amd64 1.0.6-9.2~deb10u1
2021-07-06 05:26:52 configure base-passwd:amd64 3.5.46 <none>
2021-07-06 05:26:52 status unpacked base-passwd:amd64 3.5.46
2021-07-06 05:26:52 status half-configured base-passwd:amd64 3.5.46
2021-07-06 05:26:52 status installed base-passwd:amd64 3.5.46
2021-07-06 05:26:52 configure libdb5.3:amd64 5.3.28+dfsg1-0.5 <none>
2021-07-06 05:26:52 status unpacked libdb5.3:amd64 5.3.28+dfsg1-0.5
2021-07-06 05:26:52 status half-configured libdb5.3:amd64 5.3.28+dfsg1-0.5
